location_id,occupied_slot,waiting_to_be_charged,estimated_time_to_charge,station_id
131,"[0, 'c8755c5e-1289-4987-b271-73108e2b4490', '2f8f91e6-99aa-4f39-9549-e726b59be75c', '47555a63-2028-40be-a37a-dbd958a5a074', 0]",[],"[0, np.float64(33.69472379827516), np.float64(74.17825796385239), np.float64(95.76072702984769), 0]",4b08e922-ceeb-4c98-8bcf-e957e8a5595e
181,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",5164fa58-7f41-4606-b26e-d144e907175b
205,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",84cdeea4-881b-4cc1-b274-5e2d869d6ece
92,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",dfdadeda-5e79-46fe-b68e-3a71ff4d1950
166,"['e41e3c6f-3565-477b-8552-e34370826477', 0, 0, 0, 0]",[],"[np.float64(274.8565067811735), 0, 0, 0, 0]",f44f2ccd-c58e-4ec2-aee0-1ffefd8a5df5
60,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6f763015-8da9-4057-8179-04c5e847aada
21,"['cc82edd8-c7bd-4b83-9b49-20578f8a5774', '652a84c4-7731-4598-936f-0beccc870a48', 0, 0, 0]",[],"[np.float64(206.3901235345901), np.float64(51.79588458903595), 0, 0, 0]",77230302-9000-4c16-bb2e-3107cc62310f
67,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",830d61ab-b084-4dd8-8b45-43c185c4fccf
83,"['0c9001fa-caaf-4f25-bc1a-79c422c427dc', 'e9b8b3a2-5128-42b0-b0d8-0c580bac1b3e', 'cf4d73bd-223d-431e-be4e-d6c5c9ec0571', 0, 0]",[],"[np.float64(69.88326711965391), np.float64(144.58108662534715), np.float64(159.2377955711613), 0, 0]",24153568-98f3-4c23-9952-95f0a8ee20f5
108,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",bc3d9b79-d926-4f4a-8632-37138f197261
170,"['27811a5c-5309-447f-b570-75f1ef9297ae', 0, 0, 0, 0]",[],"[np.float64(99.0364364574871), 0, 0, 0, 0]",1b85bfac-924b-4798-bc4e-a34bef5ffc81
248,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",e2d2c124-6eb1-478e-a545-dbaa5a40fa3e
86,"['43229445-5ea0-4eec-bced-fe5532f39749', 0, 0, 0, 0]",[],"[np.float64(273.61545843254885), 0, 0, 0, 0]",e48f0595-fe47-4970-8286-b8fd1720783a
178,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",9ae400e7-00ab-489d-beed-b33ed9b21788
219,"[0, '1d836de7-c8b3-4cb1-81f3-1ce6e7fd945f', '04a280a3-e5dc-47ca-995b-c8ac9e8c8f0a', '7c14af0d-2b12-41a2-b92b-18fe49717950', '375a7ba7-12be-4cd8-a8dc-56055038e791']",[],"[0, np.float64(76.20962679176404), np.float64(123.62292067354394), np.float64(197.84202411570922), np.float64(265.21420920111547)]",2d3d2f29-7104-4a49-8326-79e18481cb6f
149,"[0, '58eece15-df99-4533-8208-8b979954c548', '02ceacc7-7b93-4868-96da-26deeb64b188', 0, 0]",[],"[0, np.float64(95.64288226986145), np.float64(146.45916290435466), 0, 0]",69d81d1c-ca47-4dc9-8838-08124f39c6bb
164,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",55f0a6d1-0a53-43ac-894f-5708be80a1f6
219,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",5fce8bc1-9660-4278-8d0b-73caa58ca108
78,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",505500e4-18ba-4b1d-b4fc-f12ecd82aa95
87,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",ce07d6e4-a170-4037-b47e-04d6b34866b8
152,"['732dbc15-3197-4bd3-968a-09a6790d49b3', '4202ac67-f1e9-4668-b381-ef087d61424e', 0, 0, 0]",[],"[np.float64(48.6433434242179), np.float64(222.85157211179728), 0, 0, 0]",83c5cc64-1297-4986-aaeb-610a033c363d
139,"['56c74e0f-a521-4e57-8e96-08aa73e09a04', '90072836-3670-4663-8e8c-1017b5aa85c3', 0, 0, 0]",[],"[np.float64(132.92053516180698), np.float64(151.47430844115115), 0, 0, 0]",09853504-8d53-4282-b712-cf433e117e24
5,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",37411835-0992-44e3-9509-99ad6079968d
166,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6b48396b-91c1-43dc-8f58-2838c8473deb
206,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",ccdd09da-37b2-4c24-904a-fd2f69770101
81,"['308bfe50-d6fe-4264-8c6e-faa365c93edc', '6c88f49b-17db-4fa3-949f-ff21d394edca', '62599924-b3ea-414e-8721-bcbc40cf72b6', 0, 0]",[],"[np.float64(216.76244491853106), np.float64(218.79369884736673), np.float64(284.0748002596267), 0, 0]",35a682af-0b80-4937-9e33-23b7ccf1b5e2
168,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6d8b1b27-36cf-488a-a6f2-38e2ebde30e3
20,"[0, 'b58081ed-00b4-4b43-8aff-420f9bcb7d61', 'c7eaf2b9-2cac-4645-9308-44e813808187', '10794bbb-1ade-4ad4-a3aa-dfaf5e3fdc55', '9a6415d5-7066-465b-afd5-dde184a227ec']",[],"[0, np.float64(34.99809252966941), np.float64(62.977488959486436), np.float64(216.54226682570422), np.float64(226.43153517788448)]",71a34b8a-f6ef-4f23-b794-7b1fe266e56f
120,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",2c4a6a15-ac4e-4b44-9671-1ac8603082ff
238,"['841b97eb-1682-42be-b0c7-12a9b333bbcf', '4192c8b5-bb2d-4c42-8bbf-ea67ef05d781', '83a7cced-21be-49e5-bff0-4406c861389e', 0, 0]",[],"[np.float64(149.05098426078288), np.float64(225.57381357551031), np.float64(266.30022302258647), 0, 0]",09ba6529-5253-4072-8ba3-b954e69e6933
105,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cfe64a28-ec2c-4b68-8957-82fc0544ef3a
112,"[0, '57f5d281-9126-4844-a7e4-bc5b154e8812', 'b8667d08-6fb3-4c4a-8671-084ef1d2ecdf', 0, 0]",[],"[0, np.float64(187.41064551530056), np.float64(255.9405239557308), 0, 0]",746236cd-17ee-4053-a354-a4b3c836abd1
111,"['c8bad896-96c3-4c67-b35e-be22a0726f1c', 'fa660074-2bbf-4383-aa8e-51683c3ac69d', '06f2851a-b1e2-4b99-b018-2d788051d377', 'd9bdb849-cbac-4959-aad7-331e09264154', 0]",[],"[np.float64(189.29410961400026), np.float64(228.4101401749897), np.float64(238.13604848993612), np.float64(262.34943033018766), 0]",6702506c-b4e2-4d51-9dc4-957e20a58a7e
75,"['5ce24afe-c3d7-4688-af3a-725873b1c716', 0, 0, 0, 0]",[],"[np.float64(275.1705862515542), 0, 0, 0, 0]",f5b990e4-08dd-4071-9d2f-33a91429c439
45,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",b1b1bfda-adde-44ed-84e2-9d7bab067af9
91,"[0, 'e64bf1a1-c4e5-4dc8-9306-01ec105e2d14', 0, 0, 0]",[],"[0, np.float64(71.78317110059044), 0, 0, 0]",72293b4a-2032-4477-8b3d-e203ffb1dbc8
34,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",2a9aaf88-ef4c-4a44-85eb-eef5ca96c4c4
74,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",30f6ad68-9131-4d2d-a6b4-b7ea6331194b
159,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",fa2855a3-f718-42a5-8715-2b9f089be37f
96,"['fb6ed77a-3544-4114-a416-fbe6bf1532e8', 0, 0, '4584a0ad-2e2f-4fb8-b640-160d528fbd3b', 0]",[],"[np.float64(91.60579334132524), 0, 0, np.float64(150.36634891345244), 0]",990a9ac2-b820-4d9e-8036-36cb7ae9f92f
167,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",ca6aa26d-8fef-43ca-b0b6-85c4041d4261
236,"['42f535ae-175f-49b6-8c11-831bf331b4ad', 0, 0, 0, 0]",[],"[np.float64(193.6995202397643), 0, 0, 0, 0]",e2da4838-3958-4a25-8175-1cb5e166ca54
225,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",bc37ccce-945b-4da7-8411-f55dbe2990aa
67,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",3e9887cf-293c-417d-b4f8-8351a68dc2e1
56,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",beb5614b-a358-4b87-87c2-f1ff28d3bb0f
59,"['1021a1d3-36b2-4147-a673-d0b3e82d8825', 'dc0534f3-f7e5-4e0a-a6c5-ad0ae04aedc7', '1870ad48-0492-43f2-b722-406040ff15fc', 0, 0]",[],"[np.float64(144.22918936475662), np.float64(225.48094671167112), np.float64(270.1757539058732), 0, 0]",7e281ee9-ad63-4407-b419-68bb1e80dd84
192,"[0, 0, '088d04dd-3047-4075-baa5-3bd5d00a6aa3', 0, 0]",[],"[0, 0, np.float64(43.49340491085934), 0, 0]",31933ed7-6a41-4102-a61a-3930ac0710ef
170,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",66167532-49a4-4f29-8865-1bcdf06cf985
26,"['7efeb8aa-6d2b-4557-8ec2-a5a0b6f233c2', '13247a1e-1312-4e57-b939-5dd08501617d', '63a6dfa9-a095-4a80-936f-bb692f637354', 0, 0]",[],"[np.float64(277.32003482145024), np.float64(4.624402978827447), np.float64(104.12416143421137), 0, 0]",d9deebca-41f0-49aa-8183-55b7abf3470d
22,"['1223217b-6ce8-427f-ad84-f5cfbd99d188', 0, 0, 0, 0]",[],"[np.float64(10.807408437688139), 0, 0, 0, 0]",6c957ce1-ffa5-4e56-b84f-7763116a2ea9
154,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",651e49c3-77d3-4371-954a-80e2f26a9862
32,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",a57fcc48-14d4-4ae6-8851-c7def0bc5c06
186,"['dcecb49b-a5a7-4770-8c39-13ed99e6d6e4', 'd94dec92-5e82-41ba-aa1f-02d8cdb455ff', 0, 0, 0]",[],"[np.float64(47.69175278350181), np.float64(48.14982706705965), 0, 0, 0]",ce48d4bc-6282-45ad-92f5-da0d8111b815
111,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",72e9aae7-ebc8-4e60-b990-fd6f3d8609e6
142,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",fe0309b5-3a44-4427-b425-30c329914d5b
23,"['952aa085-1601-4f7f-80f0-d3b0333de567', '6ba851ef-aab3-415e-ae48-d5f807d0703a', 0, 0, 0]",[],"[np.float64(251.34460800068422), np.float64(282.03250014788625), 0, 0, 0]",07f4b1dd-809e-4c24-b300-d39296cde38f
75,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",7a519d4c-2866-42c9-92dc-049c13beb2e1
139,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",b8cf0a56-769f-4fbc-aa0e-888d86e9a766
200,"['66eb9a92-53dd-4be7-8ad6-0bdf50118b3b', 0, 0, 0, '1ce9b3da-b710-46ad-aa0f-2760936d5347']",[],"[np.float64(237.42036696294628), 0, 0, 0, np.float64(97.89277023043695)]",a2d4131f-8b73-4cf6-ab2b-db98488a0abc
76,"['f1c63aa2-676b-442f-b9ca-3854234ea6a8', 0, 0, 0, 0]",[],"[np.float64(216.10790304429565), 0, 0, 0, 0]",52f9b25e-4c87-44b4-ad61-77f831570fd3
142,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",0e053a2f-2366-4447-90c5-8dbd570d9ce2
227,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",27804e79-2415-4e9e-917c-57aa5c947509
11,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",b88a5362-531f-4ec5-a1c6-c0b368395a2a
22,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cfbf94c3-b223-4e13-b369-cd6d07074bfe
47,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",360f7864-965f-4f96-a748-52b3fc058f3c
188,"['83a4ff7d-6223-4867-b62f-51bfcff0d80c', 0, 0, 0, 0]",[],"[np.float64(10.478076597445693), 0, 0, 0, 0]",e64d25df-b0d1-4b11-ade0-1bf9da72a33d
129,"['80b04792-a9c6-4f01-ba77-0dc09a85d78c', '0ea697f1-9a4c-4d5b-98fe-35f86c86884c', 0, '49209792-e3af-40ba-acab-d757b1b4303b', '2192c63d-ce40-4c46-aa7a-888785e2fb3a']",[],"[np.float64(163.115131287521), np.float64(16.716864309914286), 0, np.float64(100.03907652618773), np.float64(258.6921323587903)]",a58c63fb-00e3-402c-836d-a2bba01222b1
173,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",648f0940-cee6-4602-b432-a19838fad948
69,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8ef63cfe-8fc0-4a7b-8c3b-c56b86700165
107,"['c77b68ab-2ec3-4db6-a7d8-ab64fc446e6c', 0, 0, 0, 0]",[],"[np.float64(136.97213344068848), 0, 0, 0, 0]",62041894-8140-4d03-b891-847836050d65
69,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",c5a45131-53e1-4de7-b3d2-918232cc0541
259,"['cb11e0dd-54ef-4223-b388-aedc69aa94b6', 'd63c6091-a20b-47e3-8304-61cdbbbf00bc', 'eaa1a52f-57d1-4c84-bbf1-10da29fa11f9', '99d6fdc0-5ff6-4c53-9045-e1e8911c5620', '2d53ab46-b70c-42ae-ad30-213d77c33f86']",[],"[np.float64(217.09774643414315), np.float64(76.71511578632152), np.float64(122.03636356106358), np.float64(114.51739275736475), np.float64(223.82429398145553)]",d576cbb8-7ea1-4cd6-9a98-d564eea1fd1c
229,"['1b3defac-3640-4400-be2e-926f18802f6c', 'cca8a3bb-8d44-4f4d-a7e2-c9b03e17e592', 0, 0, 0]",[],"[np.float64(193.30960413303902), np.float64(120.23797381333486), 0, 0, 0]",fe455005-77d9-4ad8-be75-acbbb61ead74
243,"[0, '108b9f0d-f23a-458d-85d2-8ea534e29b1b', 0, 0, 0]",[],"[0, np.float64(43.095033108347764), 0, 0, 0]",78e43b49-f196-4614-a299-e6d018c77ff2
66,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",ffaa2a8e-d152-47e3-8588-8f5a0e0451b3
249,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f03f052c-8356-4423-81a1-d609d695b922
6,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",0f2f7cb5-3b84-4db5-a444-d67d8c52f890
143,"['e0662fc8-917a-43e9-9127-5bae6a397202', 0, 0, 0, 0]",[],"[np.float64(3.034401748137441), 0, 0, 0, 0]",6fdc00dd-3d67-4f75-b8fe-8a2968367f1d
135,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",6b90b805-8083-4404-aae6-df3f5b19167f
46,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",024bf59b-9405-48e3-bf62-b6d0601e9c61
152,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",01f076a4-12ba-45d4-8a39-ca62e94b14b8
54,"['23586bc0-132b-44c5-a5c3-1c4f33afad4a', '4def561b-c08a-4949-9dcd-5d6a1d1add53', 'd56a1b91-58b8-4338-9fb3-3630d94d700d', 0, 0]",[],"[np.float64(135.54730713851367), np.float64(167.63161901943624), np.float64(191.89340995666896), 0, 0]",b85c1972-e07c-4e6f-badf-6e91b9ba6d7f
195,"['edc9c9e7-9063-49e0-b5c2-02febf07831f', 0, 0, 0, 0]",[],"[np.float64(272.6099915966177), 0, 0, 0, 0]",67201c23-74a4-4601-8d8b-3299f6473f72
171,"['9cc39608-5c93-4fca-99ba-05eec307c470', '4d0c9d21-c1ea-42f5-a6ec-d2e887446b7b', 0, 0, 0]",[],"[np.float64(142.3539499218472), np.float64(246.27257037089913), 0, 0, 0]",072f4af9-fbc6-4e9a-9af8-2b3b79336c9f
144,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8eb367d0-91db-43c1-a1b6-dd0cd00976ba
196,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",44939c4f-ddec-4f5e-8681-45817703703c
118,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",52718371-bd63-4d0f-9755-65e09cc260c1
33,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",81631f0f-6aa5-4578-b7b1-5188e0033f04
129,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",24da6910-9d21-4ef3-b1d0-d91da7d3f0d1
142,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cec764d4-16ba-44d0-b5c9-26965155e5fa
9,"['188af400-351c-4ab4-b5f3-93ac0036f0ef', '5f244433-6664-4c37-be05-e9a871210dbc', 0, 0, 0]",[],"[np.float64(62.175758528929066), np.float64(214.81159400159112), 0, 0, 0]",3a0173ba-7601-4b6d-8411-1f22622bac74
100,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",71d7735f-ea18-40a2-971d-3d9f236341cd
222,"['8699cf1f-b5a9-4885-a375-f7656b6ea974', 'a4d82d39-d885-42e0-a8f6-979e24992afd', '4b67a1bd-9b1c-4412-be1c-aa6e7a971f87', 'bf985f27-5cec-4105-b656-59edea3c0315', '31fb25b8-180c-4a74-95a1-35e0ed3f4141']",[],"[np.float64(70.64866217075456), np.float64(265.226365893765), np.float64(7.846096320212041), np.float64(67.04427915994836), np.float64(78.86955552899605)]",74ed7f01-6f10-4564-a9fa-e30fc762abb5
211,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",889d2a8a-c552-4597-b0f8-3f379187adfa
225,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",e129b30c-1cc7-4735-90a5-bac23b864439
236,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",931d2c95-2eab-46f2-9a9a-3eb23d84172d
214,"['0019a516-eac3-4856-94b1-768ab9825624', 0, 0, 0, 0]",[],"[np.float64(134.1389053519878), 0, 0, 0, 0]",9c88a147-24d7-4341-97f1-4bc86eb5c18f
199,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",54a99293-5063-4ebe-8ab4-b80c6a8decdf
106,"[0, 0, '74a70e23-a2db-4338-bf8a-a496dc69c037', '4edb31a0-0646-470d-9010-5435d5881674', 0]",[],"[0, 0, np.float64(59.29960500371203), np.float64(157.1034745606572), 0]",fb023ad1-89db-43e3-bbd7-aac9eb6b85a3
253,"[0, 'c82b39ce-593a-47ef-8134-6424d2fabc7c', 'dcc481d4-f40d-49d6-979a-719880a69905', 0, 0]",[],"[0, np.float64(239.9788096350054), np.float64(250.18854471035323), 0, 0]",ec7b625c-f9ca-4230-b2f7-16ebd533ba00
155,"['f11a0ca8-b01b-46b8-abee-6a7ab848e7fe', 0, 0, 0, 0]",[],"[np.float64(48.53622372205382), 0, 0, 0, 0]",9a3cf6ac-f93b-461d-95ae-b50c0f4deadd
75,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",3fb4e5f7-bb49-42ac-b3f2-2d1254d3b56c
248,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",a7ae36ed-0506-4708-8797-18fb71ec8bf6
101,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",a3dbe600-0d06-4c37-bbd7-7e8490b50f6e
253,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",b7428be2-13dd-46a0-a98a-2b5af66c3481
220,"[0, 0, 'd6c3381d-43a8-48d7-8b10-ed88b7143f72', 0, 0]",[],"[0, 0, np.float64(60.60575568343154), 0, 0]",cb4a75c9-c901-435d-8a0d-5da6489bbda9
184,"['1fa3a434-250b-4562-b8d0-f1ff772ff261', '22301c0a-6ad3-4124-8061-e4b2a50f280c', '81f2e659-6b3e-4f42-935a-37e98c49bfc8', '93e54605-185b-41c8-97ee-beae47dfc91b', 0]",[],"[np.float64(20.929472623214053), np.float64(36.92438464911004), np.float64(169.08944640574467), np.float64(265.0529831475943), 0]",3ee0d527-3f21-4355-8761-1c56cea5d9f5
18,"['6ce15772-cbb4-4555-8ce2-7e29b400e0b7', 0, 0, 0, 0]",[],"[np.float64(222.8618318504121), 0, 0, 0, 0]",a5a02348-1ea5-4a55-aeba-d4350be34617
198,"['939f8cd7-726f-45c2-8a42-9e63c78e1af8', '272527f9-17d9-4f3a-b462-fb47e1816f60', 'e0ba50bf-8e23-4658-b026-81653ad6a0fb', 'c97076e9-ad6b-4d6d-81ca-18c35156f4b0', 0]",[],"[np.float64(32.77363609185727), np.float64(113.38496549082811), np.float64(151.19221113305218), np.float64(233.42919614819897), 0]",8cd03a44-e27c-432b-a170-451740fccc8a
147,"['2be2029b-dcf3-419a-947f-aa2a3996933f', 0, 0, 0, 0]",[],"[np.float64(281.79845596575205), 0, 0, 0, 0]",a54139b0-dfc3-42da-b25a-c4f00015a5be
130,"['48d6e63e-0c37-44bc-8464-b9e244ca6948', 'a10f1264-4d42-4310-b79f-bece69866d41', '2cf3b74b-9824-423a-ad1d-c446cb177e4d', 0, 0]",[],"[np.float64(59.02704599819904), np.float64(72.46120969534775), np.float64(250.606480620254), 0, 0]",6f018bfc-9591-4b78-a8cc-d8f1deadf8f2
55,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",aa6c5eb1-55cd-4330-9d67-2b95d4282951
59,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8ffa72fc-3f27-44d7-85da-d8420f9625be
75,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",21fc9829-a811-4e60-aa7d-e73195cef08b
115,"['d66e9c88-1fba-42f5-92d2-1084f3b7dc0b', '2e8e06f3-05c9-484e-84e9-9bafac7aefdf', 0, 0, 0]",[],"[np.float64(83.72326339340208), np.float64(291.2655540196532), 0, 0, 0]",86e3b2d2-07ec-4355-9ba9-33dc127f6d03
237,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",4d46c386-dc87-453f-ba97-1f7366200172
181,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",59ce0359-521b-40c8-a3e1-33525ba38c7a
12,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",88956cc0-8880-4a3e-a5de-cfdf2dda1a9c
13,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",5d3051e6-a5c5-4a93-849a-7e7021391ef9
33,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",1afaa385-3d1c-4011-91c8-1f5b4fcb4d9e
143,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",c1f62e03-caad-4cbc-b401-e6177c7c0d4a
12,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",64fedc0f-d293-4bc3-86ca-2fad0869d122
71,"['067a7260-5076-4af1-b3fa-5906a9a4c345', 0, 0, 0, 0]",[],"[np.float64(233.84282107585398), 0, 0, 0, 0]",a2e2db70-83dc-46f1-82eb-37d6038945c6
132,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",81929ead-8498-4e67-ade7-9a2034cb3c9c
