location_id,occupied_slot,waiting_to_be_charged,estimated_time_to_charge,station_id
187,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",826c2fd9-3452-435c-9c90-c9fb33442d99
249,"['b1d1233d-f618-4130-a0be-23dd931a61b8', '2498abae-fb93-42c5-8333-fa9d5871e850', 'db5ab75d-7336-4647-a66a-481b2157f390', 0, 'ee75d573-982a-418f-8f55-80d36ae467ce']",[],"[np.float64(45.60102062482508), np.float64(62.926133922973236), np.float64(120.15973603584695), 0, np.float64(15.604894308786413)]",faa0cb33-aea9-47de-817e-b2cacd996463
100,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",98f5811d-cc7e-424a-8dee-f5e3ba7e9771
136,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",4786647f-f70d-4a77-82f9-a0c50e738cdc
145,"['cb321413-b223-42b5-a41e-d363f4639083', '3f386e06-41e3-415a-8bc9-8af41748ef5c', '0331bc15-9f09-4335-b934-8de2bc8a88de', 0, '00b6ea64-05a9-4d00-8bdb-4cb6542e3ac5']",[],"[np.float64(194.92927874989894), np.float64(205.52286378229437), np.float64(217.1663258387041), 0, np.float64(35.47744324514423)]",9a3508a0-488d-4713-b0ba-655fa08684c9
215,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",7c9f1d08-0676-4841-aabf-27a343e495bc
145,"['e071a2d3-f336-4596-b2cc-101e15eca3bc', 'ee43e7a1-7501-4242-b665-ab68c506aefb', 0, 0, 0]",[],"[np.float64(46.52179134330299), np.float64(263.09283760307636), 0, 0, 0]",170eb3ec-25b2-4903-b12c-487d6744316d
243,"['f79e12a1-2464-4afe-ab81-445c8671b88a', '74526d71-5bd4-46f1-99c9-0f58fe4fd058', 0, 0, '621c4c22-6acf-42b6-b9eb-9bf1871f95f8']",[],"[np.float64(107.1764107837061), np.float64(183.03385608894428), 0, 0, np.float64(7.3637838686360055)]",faa86be9-97da-4a95-adb5-642630fff113
68,"['2a401794-1860-4077-8ae0-216d98b47ce1', '6dbe1482-d1be-4224-862b-64f8d028956a', 'd74888b6-82c3-4e92-a82d-8bf05fe54844', 0, 0]",[],"[np.float64(134.58810024387066), np.float64(170.87613332344964), np.float64(201.71065049457997), 0, 0]",7ee4c83e-c701-4af1-8469-c16eae6fe505
6,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cbc508b7-8989-4d24-bb50-ca5c374fa598
98,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8aaafa8a-95fa-4b9e-97a5-7dc5dfc3bc76
201,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",4fa8468c-b84a-49ff-a466-136c5d3d93df
162,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",228e5320-bd17-4b1d-97ca-51314d3b6c77
153,"['d990ed7a-64e0-42e8-8319-6f5a40eba65e', '69ca47f3-40dd-48bd-b2ab-9a29e01a8581', 0, 0, '8d2ad292-f0f3-4c61-8411-32956410f717']",[],"[np.float64(160.10028371111966), np.float64(166.8954061864771), 0, 0, np.float64(0.6682388145347318)]",acb23cda-49eb-44e3-871c-babed5c95e79
132,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",cab07df7-7bd1-40f8-8420-0960eaf60d38
208,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",8a57dd97-ef8e-4d9a-949d-d3475b4e0eb4
173,"['678016a3-345b-42d9-bb35-990bd6ef1c44', 0, 0, 0, 0]",[],"[np.float64(90.69977931125038), 0, 0, 0, 0]",be097932-bd9e-4b63-b6ce-af5f7df1a378
35,"['dd221f8f-7fa4-4cdc-b0da-4e8754d2ae99', '7b5dff87-2af3-435e-ae7a-5fa8ecddfe70', 'bc8879b1-a9ec-41fc-87db-f41eb8970c9e', '2bef3166-0bf1-41a8-8923-6aefcf5d4a0e', 'b0c3c364-7956-4b8e-903f-1119745e3476']",[],"[np.float64(29.171700723404513), np.float64(55.47013493277592), np.float64(53.449297693433664), np.float64(177.8393976395363), np.float64(248.54474154164302)]",0429b05d-f60e-4942-9327-e1ec7ea62a52
210,"['8d9d5901-cfef-4c89-b986-def3ff240ec6', 0, 0, 0, 0]",[],"[np.float64(230.46384161829872), 0, 0, 0, 0]",bc1423bc-b054-4366-9106-7858365a3756
34,"[0, 'b25ad4fd-66ab-4212-8eac-30f85994c10f', 0, 0, 0]",[],"[0, np.float64(113.45776760241341), 0, 0, 0]",a961cc66-418f-4765-8b5a-2430a18e37d2
125,"['c85f7ce0-45cb-4410-b0a8-984d5e1914c5', '98df30af-660a-4d5a-a10e-e5d6f4e9ca24', 'ed5783e2-bbd6-4fd1-86e4-869a6d36f9dc', 'c4aa3071-cbf5-4756-a58e-333d02ea1533', '002dc2aa-9c57-4893-8290-ccc7dcc09f1c']",[],"[np.float64(168.06623938635727), np.float64(204.74317800865833), np.float64(230.216569447856), np.float64(234.03961543938587), np.float64(239.74485019186469)]",5030408f-a9ef-4554-a8e1-88b73b690518
24,"['8be2484c-9de5-4734-8736-0e0c517113ce', 'd61c5555-7942-4348-9dda-4fe51e636a9e', '2b59cf75-edfd-4ef4-9bf9-1ff671f2d4e5', '6ef43f95-3b75-40b7-aae9-204593ef077b', 'ab91c20d-c84d-4d0b-bba5-5627e8f4da3c']",[],"[np.float64(9.994597745949704), np.float64(64.4529614936036), np.float64(58.515875561472), np.float64(77.69363495809657), np.float64(175.72884682516448)]",ff31be41-3a26-4e50-8715-caff4f0b8d2e
154,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",ba853559-3ec3-4594-bbfd-9271cbf879d6
22,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",742662a4-b504-4c6d-91cd-9151bbbef2b8
217,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",f15122ba-a7b1-4a21-ab33-ae10749ed6f3
145,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",80b68e94-3c39-44f1-99b9-e8502beac457
128,"[0, '41d97864-0e8c-4ef5-971a-97e3a80e0f91', '9b99c320-4028-4ad2-a458-552f55a3b5b9', 'db7d25d1-d7a4-4566-837d-e7f5d7190d7a', 0]",[],"[0, np.float64(122.87665461166819), np.float64(142.1439255551187), np.float64(157.561247071756), 0]",24c83e97-1ebe-4c03-8f76-a9e9af0663bc
231,"['d6705ceb-3a00-48fc-b085-ec7735d3f3e1', 0, 0, 0, 0]",[],"[np.float64(249.6859508330796), 0, 0, 0, 0]",4b9e52ee-8d9a-471c-a8f3-60fdd2549ec8
53,"[0, 0, 0, 0, 0]",[],"[0, 0, 0, 0, 0]",41994928-96f4-4a61-a3ee-9f3b8e7b955a
